division,logic,result,time,competitive,cpu_time,wallclock_time,nb,solver
Equality+MachineArith,AUFBVDTLIA,sat,>=24s,no,3264.3873000000003,3264.7368,6,2022-z3-4.8.17
Equality+MachineArith,AUFBVDTLIA,starexec-unknown,<=24s,no,1.273874,1.2587109,8,2022-z3-4.8.17
Equality+MachineArith,AUFBVDTLIA,starexec-unknown,>=24s,no,663207.9236,663445.5077,579,2022-z3-4.8.17
Equality+MachineArith,AUFBVDTLIA,unsat,<=24s,no,32.821723999999996,32.6393407,97,2022-z3-4.8.17
Equality+MachineArith,AUFBVFP,sat,<=24s,no,4.031355,4.028112,2,2022-z3-4.8.17
Equality+MachineArith,AUFBVFP,starexec-unknown,<=24s,no,14.723772,14.721485999999999,2,2022-z3-4.8.17
Equality+MachineArith,AUFBVFP,starexec-unknown,>=24s,no,54314.820999999996,54315.817,48,2022-z3-4.8.17
Equality+MachineArith,AUFBVFP,unsat,<=24s,no,5.90567,5.90421,1,2022-z3-4.8.17
Equality+MachineArith,AUFBVFP,unsat,>=24s,no,2236.5804,2236.9808000000003,4,2022-z3-4.8.17
Equality+MachineArith,UFBV,sat,<=24s,no,75.057389,75.0088512,31,2022-z3-4.8.17
Equality+MachineArith,UFBV,sat,>=24s,no,1601.1555999999998,1601.4337,5,2022-z3-4.8.17
Equality+MachineArith,UFBV,starexec-unknown,>=24s,no,45314.536,45315.229,39,2022-z3-4.8.17
Equality+MachineArith,UFBV,unsat,<=24s,no,61.849289,61.803898000000004,63,2022-z3-4.8.17
Equality+MachineArith,UFBV,unsat,>=24s,no,1641.884,1642.0575,6,2022-z3-4.8.17
Equality+MachineArith,UFBVFP,starexec-unknown,>=24s,no,1200.0,1200.0,1,2022-z3-4.8.17
Equality+MachineArith,UFBVFP,unsat,>=24s,no,593.55,593.78,1,2022-z3-4.8.17
Equality+MachineArith,UFBVLIA,starexec-unknown,>=24s,no,244800.0,244800.0,204,2022-z3-4.8.17
